date,temp_C,salinity_insitu,sample_ID,SGD_number,TA,site,new_colonynumber,salinity_insitu_initial,sample_ID_initial,SGD_number_initial,TA_initial,mean_blanks
6/17/23,27.793,36.6,Varari_Col2_Dil8_Light,2,2498.71768,Varari,2,36.6,Varari_Col2_Dil8_Dark,2,2472.535253,-52.85436699999991
6/17/23,27.829,37,Varari_Col2_Dil7_Light,1,2483.040044,Varari,2,37,Varari_Col2_Dil7_Dark,1,2461.829614,-40.95109999999977
6/17/23,27.818,37.1,Varari_Col2_Dil6_Light,0.5,2472.193149,Varari,2,37.1,Varari_Col2_Dil6_Dark,0.5,2447.2949,-44.90942500000028
6/17/23,27.816,37.3,Varari_Col2_Dil5_Light,0.1,2460.231538,Varari,2,37.3,Varari_Col2_Dil5_Dark,0.1,2441.384493,-34.518273000000136
6/17/23,27.795,37.3,Varari_Col2_Dil4_Light,0.05,2439.017346,Varari,2,37.3,Varari_Col2_Dil4_Dark,0.05,2427.532743,-34.16104399999995
6/17/23,27.81,37.4,Varari_Col2_Dil3_Light,0.03,2500.803311,Varari,2,37.4,Varari_Col2_Dil3_Dark,0.03,2470.63337,-38.02157299999999
6/17/23,27.764,37.4,Varari_Col2_Dil2_Light,0.01,2456.904693,Varari,2,37.4,Varari_Col2_Dil2_Dark,0.01,2437.499547,-42.79384900000014
6/17/23,27.714,37.3,Varari_Col2_Dil1_Light,0,2482.526374,Varari,2,37.3,Varari_Col2_Dil1_Dark,0,2440.699175,-46.45642
6/17/23,27.887,35.9,Varari_Col1_Dil9_Light,4,2612.424652,Varari,1,35.9,Varari_Col1_Dil9_Dark,4,2580.241802,-40.028487999999925
6/17/23,27.793,36.6,Varari_Col1_Dil8_Light,2,2483.262838,Varari,1,36.6,Varari_Col1_Dil8_Dark,2,2472.535253,-52.85436699999991
6/17/23,27.829,37,Varari_Col1_Dil7_Light,1,2514.647364,Varari,1,37,Varari_Col1_Dil7_Dark,1,2461.829614,-40.95109999999977
6/17/23,27.818,37.1,Varari_Col1_Dil6_Light,0.5,2443.270645,Varari,1,37.1,Varari_Col1_Dil6_Dark,0.5,2447.2949,-44.90942500000028
6/17/23,27.816,37.3,Varari_Col1_Dil5_Light,0.1,2430.789996,Varari,1,37.3,Varari_Col1_Dil5_Dark,0.1,2441.384493,-34.518273000000136
6/17/23,27.795,37.3,Varari_Col1_Dil4_Light,0.05,2426.240287,Varari,1,37.3,Varari_Col1_Dil4_Dark,0.05,2427.532743,-34.16104399999995
6/17/23,27.81,37.4,Varari_Col1_Dil3_Light,0.03,2492.936803,Varari,1,37.4,Varari_Col1_Dil3_Dark,0.03,2470.63337,-38.02157299999999
6/17/23,27.764,37.4,Varari_Col1_Dil2_Light,0.01,2449.282369,Varari,1,37.4,Varari_Col1_Dil2_Dark,0.01,2437.499547,-42.79384900000014
6/17/23,27.714,37.3,Varari_Col1_Dil1_Light,0,2438.26195,Varari,1,37.3,Varari_Col1_Dil1_Dark,0,2440.699175,-46.45642
6/22/23,27.611,35.2,Varari_BlankD4_Dil9_Light,4,2549.627471,Varari,BLANK,35.2,Varari_BlankD4_Dil9_Dark,4,2469.40063,-80.2268409999997
6/22/23,27.54,36,Varari_BlankD4_Dil8_Light,2,2491.746731,Varari,BLANK,36,Varari_BlankD4_Dil8_Dark,2,2412.850508,-78.89622300000019
6/22/23,27.83,36,Varari_BlankD4_Dil7_Light,1,2444.444952,Varari,BLANK,36,Varari_BlankD4_Dil7_Dark,1,2390.881687,-53.563264999999774
6/22/23,27.767,36.3,Varari_BlankD4_Dil6_Light,0.5,2441.718064,Varari,BLANK,36.3,Varari_BlankD4_Dil6_Dark,0.5,2379.650785,-62.067279000000326
6/22/23,27.629,36.5,Varari_BlankD4_Dil5_Light,0.1,2412.596078,Varari,BLANK,36.5,Varari_BlankD4_Dil5_Dark,0.1,2354.608921,-57.987157000000025
6/22/23,27.717,36.4,Varari_BlankD4_Dil4_Light,0.05,2430.571261,Varari,BLANK,36.4,Varari_BlankD4_Dil4_Dark,0.05,2344.51916,-86.05210100000022
6/22/23,28.492,36.4,Varari_BlankD4_Dil3_Light,0.03,2444.70147,Varari,BLANK,36.4,Varari_BlankD4_Dil3_Dark,0.03,2359.780882,-84.92058799999995
6/22/23,27.7,36.4,Varari_BlankD4_Dil2_Light,0.01,2450.689606,Varari,BLANK,36.4,Varari_BlankD4_Dil2_Dark,0.01,2376.059851,-74.62975499999993
6/22/23,28.503,36.4,Varari_BlankD4_Dil1_Light,0,2431.244573,Varari,BLANK,36.4,Varari_BlankD4_Dil1_Dark,0,2368.214155,-63.03041799999983
6/21/23,29.067,35,Varari_BlankD3_Dil9_Light,4,2497.162746,Varari,BLANK,35,Varari_BlankD3_Dil9_Dark,4,2473.296673,-23.866073000000142
6/21/23,28.909,35.9,Varari_BlankD3_Dil8_Light,2,2478.597019,Varari,BLANK,35.9,Varari_BlankD3_Dil8_Dark,2,2429.451371,-49.14564799999971
6/21/23,29.13,36,Varari_BlankD3_Dil7_Light,1,2461.519296,Varari,BLANK,36,Varari_BlankD3_Dil7_Dark,1,2407.472045,-54.04725099999996
6/21/23,29.155,36.2,Varari_BlankD3_Dil6_Light,0.5,2420.850642,Varari,BLANK,36.2,Varari_BlankD3_Dil6_Dark,0.5,2391.440484,-29.410157999999683
6/21/23,29.156,36.3,Varari_BlankD3_Dil5_Light,0.1,2422.95391,Varari,BLANK,36.3,Varari_BlankD3_Dil5_Dark,0.1,2388.441818,-34.51209200000039
6/21/23,29.11,36.3,Varari_BlankD3_Dil4_Light,0.05,2416.147621,Varari,BLANK,36.3,Varari_BlankD3_Dil4_Dark,0.05,2364.629086,-51.518535000000156
6/21/23,29.115,36.3,Varari_BlankD3_Dil3_Light,0.03,2403.841373,Varari,BLANK,36.3,Varari_BlankD3_Dil3_Dark,0.03,2367.39884,-36.44253300000037
6/21/23,29.187,36.4,Varari_BlankD3_Dil2_Light,0.01,2420.426342,Varari,BLANK,36.4,Varari_BlankD3_Dil2_Dark,0.01,2384.387201,-36.0391410000002
6/21/23,29.092,36.4,Varari_BlankD3_Dil1_Light,0,2435.23184,Varari,BLANK,36.4,Varari_BlankD3_Dil1_Dark,0,2377.32016,-57.911679999999706
6/18/23,28.826,35.3,Varari_BlankD2_Dil9_Light,4,2512.945311,Varari,BLANK,35.3,Varari_BlankD2_Dil9_Dark,4,2484.55214,-28.393171000000166
6/18/23,28.741,36,Varari_BlankD2_Dil8_Light,2,2447.874296,Varari,BLANK,36,Varari_BlankD2_Dil8_Dark,2,2434.37846,-13.495836000000054
6/18/23,28.788,36.1,Varari_BlankD2_Dil7_Light,1,2399.765718,Varari,BLANK,36.1,Varari_BlankD2_Dil7_Dark,1,2395.06591,-4.699808000000303
6/18/23,28.782,36.5,Varari_BlankD2_Dil6_Light,0.5,2407.03929,Varari,BLANK,36.5,Varari_BlankD2_Dil6_Dark,0.5,2383.81035,-23.228939999999966
6/18/23,28.728,36.6,Varari_BlankD2_Dil5_Light,0.1,2399.762356,Varari,BLANK,36.6,Varari_BlankD2_Dil5_Dark,0.1,2381.8341,-17.928256000000147
6/18/23,28.809,36.5,Varari_BlankD2_Dil4_Light,0.05,2402.049634,Varari,BLANK,36.5,Varari_BlankD2_Dil4_Dark,0.05,2373.20997,-28.839664000000084
6/18/23,28.724,36.7,Varari_BlankD2_Dil3_Light,0.03,2410.129854,Varari,BLANK,36.7,Varari_BlankD2_Dil3_Dark,0.03,2378.42618,-31.703673999999864
6/18/23,28.644,36.7,Varari_BlankD2_Dil2_Light,0.01,2395.175019,Varari,BLANK,36.7,Varari_BlankD2_Dil2_Dark,0.01,2378.83987,-16.335149
6/18/23,28.695,36.4,Varari_BlankD2_Dil1_Light,0,2406.45511,Varari,BLANK,36.4,Varari_BlankD2_Dil1_Dark,0,2388.02795,-18.42715999999973
6/17/23,27.796,35.9,Varari_BlankD1_Dil9_Light,4,2620.27029,Varari,BLANK,35.9,Varari_BlankD1_Dil9_Dark,4,2580.241802,-40.028487999999925
6/17/23,27.887,36.6,Varari_BlankD1_Dil8_Light,2,2525.38962,Varari,BLANK,36.6,Varari_BlankD1_Dil8_Dark,2,2472.535253,-52.85436699999991
6/17/23,27.793,36.6,Varari_BlankD1_Dil7_Light,1,2502.780714,Varari,BLANK,36.6,Varari_BlankD1_Dil7_Dark,1,2461.829614,-40.95109999999977
6/17/23,27.829,37,Varari_BlankD1_Dil6_Light,0.5,2492.204325,Varari,BLANK,37,Varari_BlankD1_Dil6_Dark,0.5,2447.2949,-44.90942500000028
6/17/23,27.818,37.1,Varari_BlankD1_Dil5_Light,0.1,2475.902766,Varari,BLANK,37.1,Varari_BlankD1_Dil5_Dark,0.1,2441.384493,-34.518273000000136
6/17/23,27.816,37.3,Varari_BlankD1_Dil4_Light,0.05,2461.693787,Varari,BLANK,37.3,Varari_BlankD1_Dil4_Dark,0.05,2427.532743,-34.16104399999995
6/17/23,27.795,37.3,Varari_BlankD1_Dil3_Light,0.03,2508.654943,Varari,BLANK,37.3,Varari_BlankD1_Dil3_Dark,0.03,2470.63337,-38.02157299999999
6/17/23,27.81,37.4,Varari_BlankD1_Dil2_Light,0.01,2480.293396,Varari,BLANK,37.4,Varari_BlankD1_Dil2_Dark,0.01,2437.499547,-42.79384900000014
6/17/23,27.764,37.4,Varari_BlankD1_Dil1_Light,0,2586.914632,Varari,BLANK,37.4,Varari_BlankD1_Dil1_Dark,0,2440.699175,-46.45642
6/12/23,28.389,35.1,Cabral_Col9_Dil9_Light,4,2376.244383,Cabral,17,35.1,Cabral_Col9_Dil9_Dark,4,2377.671921,-20.3328919999999
6/12/23,28.199,35.8,Cabral_Col9_Dil8_Light,2,2368.758982,Cabral,17,35.8,Cabral_Col9_Dil8_Dark,2,2368.313481,-14.458845999999994
6/12/23,28.899,36.1,Cabral_Col9_Dil7_Light,1,2379.484557,Cabral,17,36.1,Cabral_Col9_Dil7_Dark,1,2386.611317,-64.01021200000014
6/12/23,28.313,36.3,Cabral_Col9_Dil6_Light,0.5,2351.136681,Cabral,17,36.3,Cabral_Col9_Dil6_Dark,0.5,2370.703949,-7.738678999999593
6/12/23,28.251,36.4,Cabral_Col9_Dil5_Light,0.1,2405.42999,Cabral,17,36.4,Cabral_Col9_Dil5_Dark,0.1,2387.15343,-30.757634999999937
6/12/23,28.219,36.6,Cabral_Col9_Dil4_Light,0.05,2363.771572,Cabral,17,36.6,Cabral_Col9_Dil4_Dark,0.05,2378.482368,-33.207852
6/12/23,28.395,36.4,Cabral_Col9_Dil3_Light,0.03,2363.234435,Cabral,17,36.4,Cabral_Col9_Dil3_Dark,0.03,2378.494426,-76.21294999999964
6/12/23,27.982,36.6,Cabral_Col9_Dil2_Light,0.01,2363.486669,Cabral,17,36.6,Cabral_Col9_Dil2_Dark,0.01,2437.47068,22.217450999999983
6/12/23,28.172,36.3,Cabral_Col9_Dil1_Light,0,2358.205389,Cabral,17,36.3,Cabral_Col9_Dil1_Dark,0,2366.430138,-24.35887099999991
6/11/23,27.734,35.1,Cabral_Col8_Dil9_Light,4,2410.307212,Cabral,16,35.1,Cabral_Col8_Dil9_Dark,4,2380.96903,-15.525101999999606
6/11/23,27.452,35.9,Cabral_Col8_Dil8_Light,2,2382.143503,Cabral,16,35.9,Cabral_Col8_Dil8_Dark,2,2378.953672,-24.06356599999981
6/11/23,27.602,36.2,Cabral_Col8_Dil7_Light,1,2414.232623,Cabral,16,36.2,Cabral_Col8_Dil7_Dark,1,2416.039082,-44.30415200000016
6/11/23,27.685,36.3,Cabral_Col8_Dil6_Light,0.5,2387.583749,Cabral,16,36.3,Cabral_Col8_Dil6_Dark,0.5,2369.619428,-44.93645400000014
6/11/23,27.779,36.5,Cabral_Col8_Dil5_Light,0.1,2401.438151,Cabral,16,36.5,Cabral_Col8_Dil5_Dark,0.1,2379.793461,-39.9141539999996
6/11/23,27.788,36.5,Cabral_Col8_Dil4_Light,0.05,2371.355603,Cabral,16,36.5,Cabral_Col8_Dil4_Dark,0.05,2372.216347,-19.01528300000018
6/11/23,27.68,36.5,Cabral_Col8_Dil3_Light,0.03,2397.745495,Cabral,16,36.5,Cabral_Col8_Dil3_Dark,0.03,2377.767651,-32.084550000000036
6/11/23,27.345,36.6,Cabral_Col8_Dil2_Light,0.01,2378.883991,Cabral,16,36.6,Cabral_Col8_Dil2_Dark,0.01,2381.684085,-25.29211400000031
6/11/23,27.436,36.5,Cabral_Col8_Dil1_Light,0,2387.010951,Cabral,16,36.5,Cabral_Col8_Dil1_Dark,0,2382.096706,-56.11255200000005
6/11/23,27.734,35.1,Cabral_Col7_Dil9_Light,4,2381.336345,Cabral,15,35.1,Cabral_Col7_Dil9_Dark,4,2380.96903,-15.525101999999606
6/11/23,27.452,35.9,Cabral_Col7_Dil8_Light,2,2374.238719,Cabral,15,35.9,Cabral_Col7_Dil8_Dark,2,2378.953672,-24.06356599999981
6/11/23,27.602,36.2,Cabral_Col7_Dil7_Light,1,2436.457464,Cabral,15,36.2,Cabral_Col7_Dil7_Dark,1,2416.039082,-44.30415200000016
6/11/23,27.685,36.3,Cabral_Col7_Dil6_Light,0.5,2370.480641,Cabral,15,36.3,Cabral_Col7_Dil6_Dark,0.5,2369.619428,-44.93645400000014
6/11/23,27.779,36.5,Cabral_Col7_Dil5_Light,0.1,2386.033331,Cabral,15,36.5,Cabral_Col7_Dil5_Dark,0.1,2379.793461,-39.9141539999996
6/11/23,27.788,36.5,Cabral_Col7_Dil4_Light,0.05,2364.631864,Cabral,15,36.5,Cabral_Col7_Dil4_Dark,0.05,2372.216347,-19.01528300000018
6/11/23,27.68,36.5,Cabral_Col7_Dil3_Light,0.03,2395.493573,Cabral,15,36.5,Cabral_Col7_Dil3_Dark,0.03,2377.767651,-32.084550000000036
6/11/23,27.345,36.6,Cabral_Col7_Dil2_Light,0.01,2372.372145,Cabral,15,36.6,Cabral_Col7_Dil2_Dark,0.01,2381.684085,-25.29211400000031
6/11/23,27.436,36.5,Cabral_Col7_Dil1_Light,0,2371.581242,Cabral,15,36.5,Cabral_Col7_Dil1_Dark,0,2382.096706,-56.11255200000005
6/10/23,27.163,35.2,Cabral_Col6_Dil9_Light,4,2381.689204,Cabral,14,35.2,Cabral_Col6_Dil9_Dark,4,2410.363767,15.35761999999977
6/10/23,26.909,35.9,Cabral_Col6_Dil8_Light,2,2368.174013,Cabral,14,35.9,Cabral_Col6_Dil8_Dark,2,2427.573363,34.687785000000076
6/10/23,27.269,36.1,Cabral_Col6_Dil7_Light,1,2374.480852,Cabral,14,36.1,Cabral_Col6_Dil7_Dark,1,2433.16241,45.72128500000008
6/10/23,27.294,36.4,Cabral_Col6_Dil6_Light,0.5,2353.187015,Cabral,14,36.4,Cabral_Col6_Dil6_Dark,0.5,2401.021379,36.2511929999996
6/10/23,27.058,36.5,Cabral_Col6_Dil5_Light,0.1,2342.277241,Cabral,14,36.5,Cabral_Col6_Dil5_Dark,0.1,2396.451536,22.56337399999984
6/10/23,27.108,36.5,Cabral_Col6_Dil4_Light,0.05,2369.001411,Cabral,14,36.5,Cabral_Col6_Dil4_Dark,0.05,2416.980703,10.891317999999956
6/10/23,26.984,36.6,Cabral_Col6_Dil3_Light,0.03,2382.397296,Cabral,14,36.6,Cabral_Col6_Dil3_Dark,0.03,2385.141998,-7.96867199999997
6/10/23,27.224,36.5,Cabral_Col6_Dil2_Light,0.01,2364.618326,Cabral,14,36.5,Cabral_Col6_Dil2_Dark,0.01,2387.582754,-7.839054999999917
6/10/23,27.11,36.6,Cabral_Col6_Dil1_Light,0,2400.146374,Cabral,14,36.6,Cabral_Col6_Dil1_Dark,0,2376.083907,-48.703739999999925
6/10/23,27.163,35.2,Cabral_Col5_Dil9_Light,4,2357.879249,Cabral,13,35.2,Cabral_Col5_Dil9_Dark,4,2410.363767,15.35761999999977
6/10/23,26.909,35.9,Cabral_Col5_Dil8_Light,2,2343.77277,Cabral,13,35.9,Cabral_Col5_Dil8_Dark,2,2427.573363,34.687785000000076
6/10/23,27.269,36.1,Cabral_Col5_Dil7_Light,1,2380.764249,Cabral,13,36.1,Cabral_Col5_Dil7_Dark,1,2433.16241,45.72128500000008
6/10/23,27.294,36.4,Cabral_Col5_Dil6_Light,0.5,2340.395434,Cabral,13,36.4,Cabral_Col5_Dil6_Dark,0.5,2401.021379,36.2511929999996
6/10/23,27.058,36.5,Cabral_Col5_Dil5_Light,0.1,2351.838941,Cabral,13,36.5,Cabral_Col5_Dil5_Dark,0.1,2396.451536,22.56337399999984
6/10/23,27.108,36.5,Cabral_Col5_Dil4_Light,0.05,2361.937918,Cabral,13,36.5,Cabral_Col5_Dil4_Dark,0.05,2416.980703,10.891317999999956
6/10/23,26.984,36.6,Cabral_Col5_Dil3_Light,0.03,2362.172576,Cabral,13,36.6,Cabral_Col5_Dil3_Dark,0.03,2385.141998,-7.96867199999997
6/10/23,27.224,36.5,Cabral_Col5_Dil2_Light,0.01,2401.373533,Cabral,13,36.5,Cabral_Col5_Dil2_Dark,0.01,2387.582754,-7.839054999999917
6/10/23,27.11,36.6,Cabral_Col5_Dil1_Light,0,2372.132104,Cabral,13,36.6,Cabral_Col5_Dil1_Dark,0,2376.083907,-48.703739999999925
6/13/23,30.442,35.8,Cabral_Col12_Dil9_Light,4,2460.878232,Cabral,20,35.8,Cabral_Col12_Dil9_Dark,4,2394.361398,-61.801454999999805
6/13/23,30.059,36.4,Cabral_Col12_Dil8_Light,2,2430.050622,Cabral,20,36.4,Cabral_Col12_Dil8_Dark,2,2389.677339,-60.03452100000004
6/13/23,29.582,36.7,Cabral_Col12_Dil7_Light,1,2428.878627,Cabral,20,36.7,Cabral_Col12_Dil7_Dark,1,2341.707381,-42.9929659999998
6/13/23,30.273,36.8,Cabral_Col12_Dil6_Light,0.5,2196.818233,Cabral,20,36.8,Cabral_Col12_Dil6_Dark,0.5,2423.122264,-50.45950700000003
6/13/23,30.269,37.1,Cabral_Col12_Dil5_Light,0.1,2433.435378,Cabral,20,37.1,Cabral_Col12_Dil5_Dark,0.1,2396.422617,-42.88797899999963
6/13/23,30.291,37.1,Cabral_Col12_Dil4_Light,0.05,2540.811925,Cabral,20,37.1,Cabral_Col12_Dil4_Dark,0.05,2423.427196,-81.09270399999969
