Predictor_Variable,effect,group,term,estimate,std.error,statistic,df,p.value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual
new_pH,fixed,NA,(Intercept),0.7540871101552902,0.01938729432024115,38.89594379180552,4.425012948187662,8.831151355408453e-7,53,0.1201153493213088,32.25630591310566,-54.51261182621133,-44.66115225845071,-64.51261182621133,48
new_pH,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",-0.08801337993481408,0.1203229451103542,-0.7314762770649654,45.62111180257442,0.46822908620030346,53,0.1201153493213088,32.25630591310566,-54.51261182621133,-44.66115225845071,-64.51261182621133,48
new_pH,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.1488753332935171,0.12338072997672876,1.2066335911742212,48.54439269584687,0.23342066084908894,53,0.1201153493213088,32.25630591310566,-54.51261182621133,-44.66115225845071,-64.51261182621133,48
new_pH,ran_pars,new_colonynumber,sd__(Intercept),0.0249207847703581,NA,NA,NA,NA,53,0.1201153493213088,32.25630591310566,-54.51261182621133,-44.66115225845071,-64.51261182621133,48
new_pH,ran_pars,Residual,sd__Observation,0.1201153493213088,NA,NA,NA,NA,53,0.1201153493213088,32.25630591310566,-54.51261182621133,-44.66115225845071,-64.51261182621133,48
TA_initial,fixed,NA,(Intercept),0.754218070773585,0.016737868892673615,45.06057943276854,49.99999999913759,3.7639899078877347e-42,53,0.12185352485103393,32.31470596002928,-54.62941192005856,-44.777952352297945,-64.62941192005856,48
TA_initial,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",0.17013971615425946,0.12185352485103396,1.3962642144513704,49.9999999989145,0.16880334585505152,53,0.12185352485103393,32.31470596002928,-54.62941192005856,-44.777952352297945,-64.62941192005856,48
TA_initial,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",-0.0138650485616509,0.12185352485103393,-0.11378455057907384,49.99999999891445,0.9098642502989887,53,0.12185352485103393,32.31470596002928,-54.62941192005856,-44.777952352297945,-64.62941192005856,48
TA_initial,ran_pars,new_colonynumber,sd__(Intercept),0,NA,NA,NA,NA,53,0.12185352485103393,32.31470596002928,-54.62941192005856,-44.777952352297945,-64.62941192005856,48
TA_initial,ran_pars,Residual,sd__Observation,0.12185352485103393,NA,NA,NA,NA,53,0.12185352485103393,32.31470596002928,-54.62941192005856,-44.777952352297945,-64.62941192005856,48
Salinity,fixed,NA,(Intercept),0.7541736850944485,0.016895331526500412,44.63799268522925,5.064186988196314,9.025151648656923e-8,53,0.11726976852632534,33.9950284814512,-57.9900569629024,-48.13859739514179,-67.9900569629024,48
Salinity,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",0.1917025393287126,0.11730765686838995,1.6341860748594432,45.69156007466532,0.10909217014350055,53,0.11726976852632534,33.9950284814512,-57.9900569629024,-48.13859739514179,-67.9900569629024,48
Salinity,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.2009369864917156,0.11737877707078177,1.711868120508246,46.67735867159539,0.09355855041789524,53,0.11726976852632534,33.9950284814512,-57.9900569629024,-48.13859739514179,-67.9900569629024,48
Salinity,ran_pars,new_colonynumber,sd__(Intercept),0.012474246077533675,NA,NA,NA,NA,53,0.11726976852632534,33.9950284814512,-57.9900569629024,-48.13859739514179,-67.9900569629024,48
Salinity,ran_pars,Residual,sd__Observation,0.11726976852632534,NA,NA,NA,NA,53,0.11726976852632534,33.9950284814512,-57.9900569629024,-48.13859739514179,-67.9900569629024,48
