Predictor_Variable,effect,group,term,estimate,std.error,statistic,df,p.value,nobs,sigma,logLik,AIC,BIC,REMLcrit,df.residual
new_pH,ran_pars,new_colonynumber,sd__(Intercept),0.046039521359719206,NA,NA,NA,NA,53,0.06225499037483385,61.57944294708889,-113.15888589417779,-103.30742632641717,-123.15888589417779,48
new_pH,ran_pars,Residual,sd__Observation,0.06225499037483385,NA,NA,NA,NA,53,0.06225499037483385,61.57944294708889,-113.15888589417779,-103.30742632641717,-123.15888589417779,48
TA_initial,fixed,NA,(Intercept),0.35397927315864075,0.022329107822263203,15.852817585739196,4.441450236029959,4.440292632175537e-5,53,0.06022236377982231,62.79514013865647,-115.59028027731294,-105.73882070955233,-125.59028027731294,48
TA_initial,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",0.029326831616918292,0.06861464250838187,0.4274136036391324,48.67379188050072,0.6709630862509456,53,0.06022236377982231,62.79514013865647,-115.59028027731294,-105.73882070955233,-125.59028027731294,48
TA_initial,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.10891541332499403,0.06568491196680173,1.6581496429506022,47.58863011808394,0.10386548100542682,53,0.06022236377982231,62.79514013865647,-115.59028027731294,-105.73882070955233,-125.59028027731294,48
TA_initial,ran_pars,new_colonynumber,sd__(Intercept),0.050796333163257594,NA,NA,NA,NA,53,0.06022236377982231,62.79514013865647,-115.59028027731294,-105.73882070955233,-125.59028027731294,48
TA_initial,ran_pars,Residual,sd__Observation,0.06022236377982231,NA,NA,NA,NA,53,0.06022236377982231,62.79514013865647,-115.59028027731294,-105.73882070955233,-125.59028027731294,48
Salinity,fixed,NA,(Intercept),0.3539285546966227,0.02006268622969166,17.64113492304077,5.01296277713784,1.0505975535227315e-5,53,0.06258186573434939,61.408550178606866,-112.81710035721373,-102.96564078945312,-122.81710035721373,48
Salinity,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)1",-0.006432158529945638,0.06276764085260868,-0.10247570949893861,45.14669135326366,0.918832914761639,53,0.06258186573434939,61.408550178606866,-112.81710035721373,-102.96564078945312,-122.81710035721373,48
Salinity,fixed,NA,"poly(log(Predictor_Values + 1), degree = 2)2",0.048310412453040456,0.06312612945362872,0.7652997716029523,45.384689024973945,0.4480546899564567,53,0.06258186573434939,61.408550178606866,-112.81710035721373,-102.96564078945312,-122.81710035721373,48
