new_colonynumber,new_pH,SGD_number,site,salinity,date,light_dark,P_R,umol.cm2.hr,umol.cm2.hr_uncorr
16,7.995066861576932,4,Cabral,35.1,6/11/23,DARK,R,0.0036426729155027444,0.003794068752368949
18,8.004134507646036,4,Cabral,35.1,6/12/23,DARK,R,0.0029231348728454808,0.0030493465795475134
17,8.004134507646036,4,Cabral,35.1,6/12/23,DARK,R,0.0029443155330354446,0.0030807557099000963
19,7.969555313025303,4,Cabral,35.8,6/13/23,DARK,R,4.6362273272957245e-4,0.0031920434531958856
1,7.959322072116411,4,Varari,35.9,6/17/23,DARK,R,0.003321427030334859,0.0037694909288991914
2,7.959322072116411,4,Varari,35.9,6/17/23,DARK,R,0.003197504568302147,0.0037967692154182264
3,7.959322072116411,4,Varari,35.9,6/17/23,DARK,R,0.0023575997022890374,0.002757628131259433
4,7.979925701028673,4,Varari,35.3,6/18/23,DARK,R,0.0036093884400341457,0.0038076461999204513
5,8.017619562572271,4,Varari,35,6/21/23,DARK,R,0.002857150028740969,0.003456847796437468
6,8.017619562572271,4,Varari,35,6/21/23,DARK,R,0.00270947242390992,0.00314160482264401
7,7.983610438984103,4,Varari,35.2,6/22/23,DARK,R,0.0022792460463350915,0.0026112788810510883
8,7.983610438984103,4,Varari,35.2,6/22/23,DARK,R,0.0030852918008584963,0.0035273479487358092
1,7.994816176786985,0,Varari,37.3,6/17/23,LIGHT,GP,0.007721424816530554,0.007869330044909214
1,8.021108643952369,0.01,Varari,37.4,6/17/23,LIGHT,GP,0.008631665444962296,0.008706568133954963
1,8.00202544548121,0.03,Varari,37.4,6/17/23,LIGHT,GP,0.005389123082408489,0.0054205506265004415
1,7.988632309523738,0.05,Varari,37.3,6/17/23,LIGHT,GP,0.009236800150810211,0.009233505662644543
1,7.996704635793248,0.1,Varari,37.3,6/17/23,LIGHT,GP,0.00855003179836259,0.008533314010098204
1,7.996255731191623,0.5,Varari,37.1,6/17/23,LIGHT,GP,0.006000090185300011,0.006047903102846449
1,7.987516818068849,1,Varari,37,6/17/23,LIGHT,GP,0.00798972322164857,0.007939848766016989
1,7.9938993004212815,2,Varari,36.6,6/17/23,LIGHT,GP,0.008320854370838045,0.008434143940178532
1,7.959322072116411,4,Varari,35.9,6/17/23,LIGHT,GP,0.007364240215965411,0.007355708168264716
13,7.9667423667133095,0,Cabral,36.6,6/10/23,LIGHT,GP,0.008476453618342678,0.008370992075271384
13,7.969949565756469,0.01,Cabral,36.5,6/10/23,LIGHT,GP,0.008706792708733048,0.008672136841848753
13,7.998755981544369,0.03,Cabral,36.6,6/10/23,LIGHT,GP,0.007533919314615565,0.007487100849992394
13,7.98502490194677,0.05,Cabral,36.5,6/10/23,LIGHT,GP,0.0068439345227982035,0.0068203100766733304
13,7.995809964500741,0.1,Cabral,36.5,6/10/23,LIGHT,GP,0.009285519971072865,0.009230932160246706
13,7.992232149251834,0.5,Cabral,36.4,6/10/23,LIGHT,GP,0.0081354956120696445,0.007996315511911555
13,7.9835816631813765,1,Cabral,36.1,6/10/23,LIGHT,GP,0.008321702295382816,0.008266952017828547
13,7.9983715794601515,2,Cabral,35.9,6/10/23,LIGHT,GP,0.006604150460730046,0.006571111121609827
13,7.998366250418952,4,Cabral,35.2,6/10/23,LIGHT,GP,0.007755551964840049,0.007907729669675614
14,7.9667423667133095,0,Cabral,36.6,6/10/23,LIGHT,GP,0.009632798471120859,0.009501968788067267
14,7.969949565756469,0.01,Cabral,36.5,6/10/23,LIGHT,GP,0.010157341693942917,0.010131448013273366
14,7.998755981544369,0.03,Cabral,36.6,6/10/23,LIGHT,GP,0.0072374003196015975,0.007206802407166236
14,7.98502490194677,0.05,Cabral,36.5,6/10/23,LIGHT,GP,0.00883064562119318,0.008793308296328363
14,7.995809964500741,0.1,Cabral,36.5,6/10/23,LIGHT,GP,0.008491997650455985,0.008462136384399462
14,7.992232149251834,0.5,Cabral,36.4,6/10/23,LIGHT,GP,0.006023619987615386,0.0059711998777227365
14,7.9835816631813765,1,Cabral,36.1,6/10/23,LIGHT,GP,0.007248765257954683,0.00720042929682441
14,7.9983715794601515,2,Cabral,35.9,6/10/23,LIGHT,GP,0.0083883333626095,0.008334477422733334
14,7.998366250418952,4,Cabral,35.2,6/10/23,LIGHT,GP,0.009874905231311574,0.009979902393250091
15,8.01220931912775,0,Cabral,36.5,6/11/23,LIGHT,GP,0.009534223551316626,0.009479363278393244
15,8.008691363505978,0.01,Cabral,36.6,6/11/23,LIGHT,GP,0.007432580584214419,0.007382653665547562
15,8.000333893474183,0.03,Cabral,36.5,6/11/23,LIGHT,GP,0.007197393189329895,0.0071642640263634705
15,7.977017857607548,0.05,Cabral,36.5,6/11/23,LIGHT,GP,0.007030999003902083,0.007002438528700156
15,7.973796473145285,0.1,Cabral,36.5,6/11/23,LIGHT,GP,0.008893842162612917,0.008904074559052417
15,8.0099028783876,0.5,Cabral,36.3,6/11/23,LIGHT,GP,0.00612869912677375,0.00617294787073034
15,7.963967371080543,1,Cabral,36.2,6/11/23,LIGHT,GP,0.009246192248417034,0.009248907792011889
15,7.96548092133451,2,Cabral,35.9,6/11/23,LIGHT,GP,0,0
15,7.995066861576932,4,Cabral,35.1,6/11/23,LIGHT,GP,0.005831131135222163,0.00578837978566232
16,8.01220931912775,0,Cabral,36.5,6/11/23,LIGHT,GP,0.007994241271539502,0.007957246312062493
16,8.008691363505978,0.01,Cabral,36.6,6/11/23,LIGHT,GP,0.008269696776447857,0.008237909338954158
16,8.000333893474183,0.03,Cabral,36.5,6/11/23,LIGHT,GP,0.005981639657424871,0.005955058985541449
16,7.977017857607548,0.05,Cabral,36.5,6/11/23,LIGHT,GP,0.008691282023848708,0.008671316006485432
16,7.973796473145285,0.1,Cabral,36.5,6/11/23,LIGHT,GP,0.008104926681404374,0.008116962754504395
16,8.0099028783876,0.5,Cabral,36.3,6/11/23,LIGHT,GP,0.00691237179441377,0.006953188854903886
16,7.963967371080543,1,Cabral,36.2,6/11/23,LIGHT,GP,0.007233059502919675,0.0072351769448645055
16,7.96548092133451,2,Cabral,35.9,6/11/23,LIGHT,GP,0.008253814855034746,0.008201226224226511
16,7.995066861576932,4,Cabral,35.1,6/11/23,LIGHT,GP,0.006947156303462255,0.006884062358198679
17,7.976166126704488,0,Cabral,36.3,6/12/23,LIGHT,GP,0.008008305239829303,0.007964029797409709
17,7.991198618975937,0.01,Cabral,36.6,6/12/23,LIGHT,GP,0.009273851488376282,0.009134921020765052
17,7.963168174882106,0.03,Cabral,36.4,6/12/23,LIGHT,GP,0.009697295148105859,0.009662649752147595
17,8.002864299366278,0.05,Cabral,36.6,6/12/23,LIGHT,GP,0.010283905701102679,0.010167536730385146
17,8.00701502282319,0.1,Cabral,36.4,6/12/23,LIGHT,GP,0.007764561804881137,0.007701385987869926
17,7.9775039029705335,0.5,Cabral,36.3,6/12/23,LIGHT,GP,0.0070665761619727405,0.006978966328392832
17,7.982119028297145,1,Cabral,36.1,6/12/23,LIGHT,GP,0.006352204816387869,0.006396728457996739
17,7.991501771807972,2,Cabral,35.8,6/12/23,LIGHT,GP,0.007528546138985444,0.007413844712848851
17,8.004134507646036,4,Cabral,35.1,6/12/23,LIGHT,GP,0.0078363529066702,0.00765073281070782
18,7.976166126704488,0,Cabral,36.3,6/12/23,LIGHT,GP,0.008826002281246543,0.008781241867662926
18,7.991198618975937,0.01,Cabral,36.6,6/12/23,LIGHT,GP,0.009518484294783167,0.009406100611744165
18,7.963168174882106,0.03,Cabral,36.4,6/12/23,LIGHT,GP,0.004935130202668163,0.004911700974544054
18,8.002864299366278,0.05,Cabral,36.6,6/12/23,LIGHT,GP,0.0073285379733377745,0.007266886386681752
18,8.00701502282319,0.1,Cabral,36.4,6/12/23,LIGHT,GP,0.008844577656551491,0.008772799329553693
18,7.9775039029705335,0.5,Cabral,36.3,6/12/23,LIGHT,GP,0.006172098953006758,0.006092919728514211
18,7.982119028297145,1,Cabral,36.1,6/12/23,LIGHT,GP,0.005222103312567928,0.005243690588212107
18,7.991501771807972,2,Cabral,35.8,6/12/23,LIGHT,GP,0.007392156900559465,0.007269105382296801
18,8.004134507646036,4,Cabral,35.1,6/12/23,LIGHT,GP,0.0071073871289823246,0.0069356823595517845
19,7.978374413609991,0,Cabral,37.1,6/13/23,LIGHT,GP,8.843847854795209e-4,0.007659635498418341
19,7.989464093517257,0.01,Cabral,37.2,6/13/23,LIGHT,GP,0.004097236169316332,0.007061812404348548
19,7.99844433672177,0.03,Cabral,37.1,6/13/23,LIGHT,GP,8.461604640185167e-5,0.006196478999710872
19,8.014082134515686,0.05,Cabral,37.1,6/13/23,LIGHT,GP,0.002302242720407504,0.006226470133193565
19,7.969552606728934,0.1,Cabral,37.1,6/13/23,LIGHT,GP,0.0017924086556207457,0.0065128215852065865
19,8.010428528647465,0.5,Cabral,36.8,6/13/23,LIGHT,GP,0.0029298436367901524,0.005652876534519792
19,7.9902200167762345,1,Cabral,36.7,6/13/23,LIGHT,GP,6.612894045709525e-4,0.006925285048638432
19,7.984471028996761,2,Cabral,36.4,6/13/23,LIGHT,GP,1.5592265153622522e-4,0.006125579945803539
19,7.969555313025303,4,Cabral,35.8,6/13/23,LIGHT,GP,0.001963589906373247,0.0063519557167783436
2,7.994816176786985,0,Varari,37.3,6/17/23,LIGHT,GP,0.009503835184466184,0.00964909459682139
2,8.021108643952369,0.01,Varari,37.4,6/17/23,LIGHT,GP,0.007731724623135212,0.007815208078735317
2,8.00202544548121,0.03,Varari,37.4,6/17/23,LIGHT,GP,0.006540608536045001,0.006595470040106098
2,7.988632309523738,0.05,Varari,37.3,6/17/23,LIGHT,GP,0.010853906251291663,0.010850110018823435
2,7.996704635793248,0.1,Varari,37.3,6/17/23,LIGHT,GP,0.01087188615411011,0.010845254269165747
2,7.996255731191623,0.5,Varari,37.1,6/17/23,LIGHT,GP,0.007059287494116546,0.007095079410115028
2,7.987516818068849,1,Varari,37,6/17/23,LIGHT,GP,0.009403891422629429,0.009227232017851304
2,7.9938993004212815,2,Varari,36.6,6/17/23,LIGHT,GP,0.008376860440916345,0.008448904586516412
2,7.959322072116411,4,Varari,35.9,6/17/23,LIGHT,GP,0.01010600003280677,0.01009458881540917
3,7.994816176786985,0,Varari,37.3,6/17/23,LIGHT,GP,0.009142470009510434,0.009234425874082417
3,8.021108643952369,0.01,Varari,37.4,6/17/23,LIGHT,GP,0.008003361965383166,0.00804400072119923
3,8.00202544548121,0.03,Varari,37.4,6/17/23,LIGHT,GP,0.004998822872021133,0.005049315163694073
3,7.988632309523738,0.05,Varari,37.3,6/17/23,LIGHT,GP,0.006951152176864891,0.006948002316108598
3,7.996704635793248,0.1,Varari,37.3,6/17/23,LIGHT,GP,0.009031961992939097,0.009017743729214104
3,7.996255731191623,0.5,Varari,37.1,6/17/23,LIGHT,GP,0.008254081336888958,0.0083244520885216
3,7.987516818068849,1,Varari,37,6/17/23,LIGHT,GP,0.006548990033246843,0.006442831645649634
3,7.9938993004212815,2,Varari,36.6,6/17/23,LIGHT,GP,0.008730397457547029,0.008796897935024629
3,7.959322072116411,4,Varari,35.9,6/17/23,LIGHT,GP,0.007435546287897141,0.0074279289332105786
4,8.012340938396102,0,Varari,36.4,6/18/23,LIGHT,GP,0.006660349941893656,0.0067199552418295274
4,7.926842748662408,0.01,Varari,36.7,6/18/23,LIGHT,GP,0.007967052876085162,0.00794085399509154
4,7.974131192679519,0.03,Varari,36.7,6/18/23,LIGHT,GP,0.004753731436503091,0.004779880910911916
4,NA,0.05,Varari,36.5,6/18/23,LIGHT,GP,NA,NA
4,7.983888717167578,0.1,Varari,36.6,6/18/23,LIGHT,GP,0.007502493675545619,0.007509223548849161
4,7.994600755984835,0.5,Varari,36.5,6/18/23,LIGHT,GP,0.005759699881186769,0.0057455974046298815
4,8.015414786189668,1,Varari,36.1,6/18/23,LIGHT,GP,0.007619451487887827,0.007530314193441745
4,7.98751158175539,2,Varari,36,6/18/23,LIGHT,GP,0.00787797278939823,0.007849856877925462
4,7.979925701028673,4,Varari,35.3,6/18/23,LIGHT,GP,0.006905109319710738,0.00688958696695613
5,8.003307540025963,0,Varari,36.4,6/21/23,LIGHT,GP,0.0033212200996812612,0.005117377392741991
5,8.025282823190116,0.01,Varari,36.4,6/21/23,LIGHT,GP,0.006774047189956517,0.0067077293846512474
5,8.03279130797893,0.03,Varari,36.3,6/21/23,LIGHT,GP,0.006445686784711501,0.006419113067962086
5,8.024526644488331,0.05,Varari,36.3,6/21/23,LIGHT,GP,0.007963487613698483,0.00812491945821766
5,8.028865455729898,0.1,Varari,36.3,6/21/23,LIGHT,GP,0.00577163843834377,0.005669982145357149
5,8.007009687273362,0.5,Varari,36.2,6/21/23,LIGHT,GP,0.005530785836334838,0.005518661151237579
5,8.0019728655792,1,Varari,36,6/21/23,LIGHT,GP,0.006782473079309979,0.006731578402632596
5,8.019957012670806,2,Varari,35.9,6/21/23,LIGHT,GP,0.006320879877046872,0.006342739065413688
5,8.017619562572271,4,Varari,35,6/21/23,LIGHT,GP,0.006948090819540871,0.007013182602376001
6,8.003307540025963,0,Varari,36.4,6/21/23,LIGHT,GP,0.011115368572309358,0.0109990452361079
6,8.025282823190116,0.01,Varari,36.4,6/21/23,LIGHT,GP,0.010967069977333722,0.01088826647394692
6,8.03279130797893,0.03,Varari,36.3,6/21/23,LIGHT,GP,0.007837855002450364,0.007810253561450837
6,8.024526644488331,0.05,Varari,36.3,6/21/23,LIGHT,GP,0.014593163070775066,0.014794937940094972
6,8.028865455729898,0.1,Varari,36.3,6/21/23,LIGHT,GP,0.009622911542515091,0.009552893631655329
6,8.007009687273362,0.5,Varari,36.2,6/21/23,LIGHT,GP,0.008097979399739611,0.00807534522676897
6,8.0019728655792,1,Varari,36,6/21/23,LIGHT,GP,0.006746454012610049,0.006629757005012204
6,8.019957012670806,2,Varari,35.9,6/21/23,LIGHT,GP,0.00907120497177539,0.009104173800387388
6,8.017619562572271,4,Varari,35,6/21/23,LIGHT,GP,0.008211651749281115,0.008258555822915518
7,8.003403585971883,0,Varari,36.4,6/22/23,LIGHT,GP,0.008200282485501621,0.008306460597348464
7,7.981415001385061,0.01,Varari,36.4,6/22/23,LIGHT,GP,0.008472485921588582,0.008510054097439186
7,8.023610540861927,0.03,Varari,36.4,6/22/23,LIGHT,GP,0.005545524158496688,0.005557187636371148
7,8.029750313035391,0.05,Varari,36.4,6/22/23,LIGHT,GP,0.008164714881541992,0.008173199410832789
7,8.036250693667167,0.1,Varari,36.5,6/22/23,LIGHT,GP,0.0077485945418565155,0.007732276158730665
7,8.052272677957419,0.5,Varari,36.3,6/22/23,LIGHT,GP,0.005962622134728481,0.005956996982699034
7,8.074193562764314,1,Varari,36,6/22/23,LIGHT,GP,0.006826794303099767,0.006874105710589394
7,8.014719841172575,2,Varari,36,6/22/23,LIGHT,GP,0.006459510787175955,0.006491969175245936
7,7.983610438984103,4,Varari,35.2,6/22/23,LIGHT,GP,0.0056848786390536156,0.005698599448766611
8,8.003403585971883,0,Varari,36.4,6/22/23,LIGHT,GP,0.0071365907502267375,0.007214495035586104
8,7.981415001385061,0.01,Varari,36.4,6/22/23,LIGHT,GP,0.00713235215051752,0.007165373099932679
8,8.023610540861927,0.03,Varari,36.4,6/22/23,LIGHT,GP,0.005645014767464402,0.0056532833276039425
8,8.029750313035391,0.05,Varari,36.4,6/22/23,LIGHT,GP,0.007683831509220317,0.007692253988603966
8,8.036250693667167,0.1,Varari,36.5,6/22/23,LIGHT,GP,0.0059997044287155785,0.005984964281496356
8,8.052272677957419,0.5,Varari,36.3,6/22/23,LIGHT,GP,0.0018858927789718156,0.0018843821998873471
8,8.074193562764314,1,Varari,36,6/22/23,LIGHT,GP,0,0
8,8.014719841172575,2,Varari,36,6/22/23,LIGHT,GP,0.005236061436512345,0.00526548254837301
8,7.983610438984103,4,Varari,35.2,6/22/23,LIGHT,GP,0.008618504866757101,0.008636772241707148
